id,placeID,latitude,longitude,alcohol,smoking_area,dress_code,accessibility,price,Rambience,franchise,area,cuisine,parking_lot
1,132001,23.7523041,-99.1669133,0,2,0,0,1,0,0,1,44,5
2,132002,23.726819,-99.1265059,0,0,0,1,1,0,0,0,19,6
3,132003,23.7309245,-99.1451848,0,0,0,1,1,0,0,0,17,2
4,132004,22.1416471,-100.9927118,0,4,0,1,1,0,0,0,19,5
5,132005,18.9222904,-99.234332,0,4,0,2,1,0,1,0,45,6
6,132005,23.7523648,-99.1652879,0,4,0,1,0,0,1,0,19,5
7,132006,23.7521677,-99.165709,0,4,0,1,1,0,0,1,44,1
8,132007,23.7588052,-99.1651297,0,2,0,1,1,1,1,1,21,5
9,132008,23.7602683,-99.1658646,0,4,0,1,1,1,1,0,17,2
10,132009,23.7529035,-99.165076,0,2,0,1,0,0,1,0,17,1
11,132010,23.7375834,-99.1351318,0,0,0,1,0,0,1,0,21,2
12,132010,23.7529305,-99.1644725,0,0,0,1,1,0,0,0,44,6
13,132012,23.7355234,-99.1295877,0,0,0,1,1,0,0,0,45,2
14,132012,23.7529428,-99.1646791,0,0,0,1,1,0,0,0,44,1
15,132013,23.7525107,-99.1669536,0,0,0,1,1,0,0,0,17,5
16,132014,23.7367977,-99.1342413,0,0,0,1,1,0,0,0,44,5
17,132015,23.7526973,-99.1633594,0,0,0,1,1,0,1,0,44,5
18,132016,23.738212,-99.1519547,0,0,0,1,1,0,0,0,17,6
19,132017,23.7292162,-99.1323571,0,4,0,0,0,0,1,0,44,1
20,132018,23.7324226,-99.1586602,0,0,0,0,1,1,0,1,44,1
21,132019,23.7318602,-99.1504365,0,4,0,2,0,0,0,0,44,4
22,132020,22.1489337,-101.019845,2,3,0,1,0,0,0,0,17,5
23,132021,23.7543569,-99.171288,0,0,1,1,1,0,0,1,44,2
24,132022,23.7527071,-99.1625655,0,4,0,1,0,0,1,0,44,5
25,132023,23.7521965,-99.1666317,0,2,0,1,1,0,0,1,45,6
26,132023,22.1477379,-100.9906163,0,0,0,2,0,0,0,0,44,5
27,132024,22.153324,-101.0195459,0,0,0,2,0,0,0,0,19,6
28,132024,18.9101777,-99.2315438,1,0,0,0,0,0,0,0,52,5
29,132025,18.8820871,-99.1630268,1,2,1,2,0,0,0,1,44,1
30,132026,18.9257734,-99.2326355,0,4,1,2,0,0,1,0,44,4
31,132028,18.8699929,-99.2103195,1,2,0,0,1,0,0,1,6,8
32,132028,22.1473922,-100.983092,0,0,0,1,1,0,0,1,19,2
33,132030,22.1508494,-100.9397522,0,0,0,1,1,0,0,0,45,2
34,132030,22.156469,-100.98554,0,4,1,0,1,0,0,0,44,5
35,132031,22.1262926,-100.9007764,0,0,0,0,0,0,0,0,4,4
36,132031,22.1422732,-100.9426537,0,2,1,0,1,0,0,1,46,8
37,132031,22.1443365,-100.9373825,0,0,0,0,1,0,0,1,61,2
38,132083,22.136872,-100.9345736,0,4,0,1,1,0,0,0,17,5
39,132087,22.1378633,-100.9383273,1,0,0,1,0,0,0,0,20,5
40,132092,22.1513782,-100.9746337,1,0,0,1,1,0,0,0,4,2
41,132094,22.1312917,-100.9371941,0,0,0,1,1,0,0,0,33,5
42,132096,22.1480965,-101.0173023,0,4,0,1,0,0,1,0,44,1
43,132097,22.1506429,-100.9870148,1,0,1,1,2,0,0,0,20,1
44,132098,22.1412198,-100.9313107,0,4,0,1,0,0,0,0,44,2
45,132100,22.1412384,-100.9239252,0,4,0,0,0,0,0,0,5,8
46,132100,22.1430781,-100.9354788,0,4,0,0,1,0,0,0,10,6
47,132101,22.1735955,-100.9946027,0,4,0,2,0,0,0,0,5,5
48,132101,22.1499013,-100.9937793,1,3,0,0,2,0,1,1,10,5
49,132102,22.1353639,-100.9349477,0,0,0,1,1,0,0,0,20,5
50,132103,22.1395776,-101.0278863,0,0,0,1,1,0,0,0,6,6
51,132105,22.1795169,-100.9584358,0,0,0,1,1,0,0,0,45,2
52,132106,22.150305,-100.9891337,1,3,1,1,1,1,0,1,29,6
53,132107,22.1511348,-100.9823115,0,2,2,1,0,0,0,0,3,2
54,132108,22.1534997,-100.976243,1,4,0,1,0,0,0,0,3,2
55,132108,22.1500193,-100.9799203,2,3,0,1,1,1,0,0,25,5
56,132108,22.1544736,-100.9858091,0,4,1,1,1,0,0,0,32,5
57,132109,22.1603808,-100.9880447,0,4,0,2,0,0,1,0,29,6
58,132109,22.147622,-101.0102749,1,0,0,1,1,0,1,0,60,5
59,132114,22.1449787,-101.0056829,0,0,0,1,1,1,1,0,20,5
60,132115,18.940828,-99.215426,2,3,0,1,2,0,0,0,26,5
61,132116,18.916654,-99.22711,0,0,0,0,1,0,0,0,26,2
62,132118,18.948657,-99.235361,2,3,0,0,2,0,0,0,29,5
63,132119,18.928798,-99.239513,1,0,2,0,2,0,0,0,29,0
64,132120,18.932725,-99.225211,1,0,0,0,0,0,0,0,26,0
65,132121,18.936683,-99.247366,1,3,1,0,2,0,0,0,6,6
66,132125,18.923429,-99.216413,1,1,0,0,0,0,1,0,4,5
67,132125,18.915421,-99.184871,0,0,0,0,0,0,0,0,2,6
68,132126,18.870565,-99.226938,0,0,0,0,0,0,0,0,4,5
69,132126,18.941859,-99.241927,1,0,0,1,0,0,1,0,2,1
70,132127,18.91061,-99.169539,0,0,0,0,0,0,1,0,55,6
71,132128,18.917441,-99.165945,0,0,0,0,1,0,0,0,29,2
72,132128,18.869347,-99.209944,0,0,0,0,0,0,0,0,22,1
73,132130,18.859803,-99.222164,2,2,0,1,0,0,0,1,59,1
74,132131,18.875011,-99.159422,0,0,0,1,1,0,0,0,6,2
75,132132,18.933537,-99.222497,0,4,0,0,1,0,1,0,33,5
76,132133,22.14955,-100.97797,0,0,0,0,0,0,0,0,3,6
77,132136,22.148665,-101.001273,2,0,0,0,2,0,0,0,33,2
78,132137,22.147145,-100.974494,1,0,0,0,0,0,0,0,33,5
79,132137,22.146658,-100.987219,1,0,0,0,0,0,0,0,30,6
80,132138,22.14788,-100.989472,0,0,0,0,0,1,0,0,34,2
81,132145,22.152481,-100.973486,1,3,0,0,0,0,0,0,30,2
82,132146,22.14161,-100.973142,0,3,0,0,0,0,0,0,30,5
83,132147,22.140517,-101.021422,0,0,0,0,0,0,0,0,33,5
84,132147,22.145813,-101.018032,0,3,0,0,2,0,0,0,30,5
85,132155,22.155651,-100.977767,0,3,0,0,0,0,0,0,45,2
86,132155,22.145893,-100.97487,0,3,0,0,1,0,0,0,21,5
87,132156,22.135617,-100.969709,1,0,0,0,2,0,0,0,44,2
88,132157,22.15106,-100.977659,1,0,0,0,0,0,0,0,53,0
89,132159,22.159357,-100.973411,0,0,0,0,0,0,0,0,45,0
90,132160,22.185756,-100.944518,0,0,0,0,0,0,0,0,44,0
91,132161,22.141848,-100.997475,0,0,0,0,0,0,0,0,45,0
92,132161,22.151189,-100.98179,1,0,1,0,2,0,0,0,17,0
93,132162,22.141282,-101.002958,0,0,0,0,0,0,0,0,17,0
94,132163,22.150921,-100.993828,1,3,0,0,2,0,0,0,20,0
95,132164,22.142017,-100.999246,1,0,0,0,2,0,0,0,17,0
96,132165,22.135011,-101.0286,0,0,0,0,0,0,0,0,17,0
97,132166,22.174887,-100.970825,1,0,0,0,2,0,0,0,45,0
98,132166,22.151189,-100.977058,0,3,0,0,1,0,0,0,17,0
99,132166,22.150981,-100.977412,2,0,0,0,2,0,0,0,44,1
100,132167,22.178931,-101.012861,0,3,0,0,2,0,0,0,10,0
101,132171,22.140626,-100.915657,0,0,0,0,2,0,0,0,26,1
102,132171,22.148854,-101.008472,0,3,0,0,2,0,0,0,14,1
103,132174,22.145992,-100.955118,1,3,0,0,0,0,0,0,14,0
104,132175,22.165587,-101.001273,0,0,0,0,0,0,1,0,14,0
105,132177,22.145108,-100.989547,1,3,0,0,0,0,0,0,58,0
106,132177,22.156883,-100.978485,0,0,0,0,0,0,0,0,20,0
107,132177,22.153703,-100.979033,0,0,0,0,0,0,0,0,30,0
108,132180,22.156724,-100.975556,0,0,0,0,0,0,0,0,6,0
109,132182,22.154687,-100.996617,0,0,0,0,2,0,0,0,6,1
110,132182,22.14958,-100.999557,1,3,0,0,2,0,0,0,52,0
111,132184,22.16835,-100.972466,1,3,0,0,2,0,0,0,6,1
112,132184,22.140129,-100.944872,1,0,0,0,1,0,0,0,21,1
113,132186,22.152918,-100.915164,0,0,0,0,0,0,0,0,33,1
114,132186,22.126375,-100.910926,2,3,0,0,0,0,0,0,6,2
115,132187,22.149192,-101.002936,0,0,0,0,0,0,0,0,20,2
116,132187,22.147175,-100.974269,1,3,0,0,2,0,0,0,10,1
117,132191,22.149689,-100.999525,1,3,0,0,2,0,0,0,43,1
118,132192,22.139573,-100.991564,0,0,0,0,0,0,0,0,44,0
119,132201,22.181017,-100.973614,1,0,0,0,2,0,0,0,45,0
120,132203,22.156376,-100.998355,0,0,0,0,2,0,0,0,44,2
121,132204,22.145008,-100.997969,0,3,0,0,2,0,0,0,17,2
122,132206,22.164842,-100.960493,0,0,0,0,0,0,0,0,17,0
123,132207,22.151448,-100.915099,0,0,0,0,0,0,0,0,17,0
124,132207,22.150802,-100.98268,0,4,0,0,0,0,0,0,6,2
125,132208,22.141421,-101.013955,0,4,0,0,0,0,1,0,44,1
126,132209,18.8760113,-99.2198896,0,4,0,0,1,1,0,0,14,2
127,132210,23.7529821,-99.1684341,2,4,0,1,0,0,1,0,14,2
128,132211,22.1497088,-100.9760928,1,1,0,2,0,0,0,1,45,2
129,132212,22.1362534,-100.9335852,0,0,0,1,1,0,0,0,45,2
130,132213,18.9217848,-99.2353499,1,4,0,0,0,1,0,0,20,1
131,132214,23.7523041,-99.1669133,0,2,0,0,1,0,0,1,5,0
132,132214,23.726819,-99.1265059,0,0,0,1,1,0,0,0,10,2
133,132215,23.7309245,-99.1451848,0,0,0,1,1,0,0,0,44,0
134,132216,22.1416471,-100.9927118,0,4,0,1,1,0,0,0,33,0
135,132216,18.9222904,-99.234332,0,4,0,2,1,0,1,0,6,2
136,132217,23.7523648,-99.1652879,0,4,0,1,0,0,1,0,33,1
137,132217,23.7521677,-99.165709,0,4,0,1,1,0,0,1,6,1
138,132218,23.7588052,-99.1651297,0,2,0,1,1,1,1,1,44,1
139,132220,23.7602683,-99.1658646,0,4,0,1,1,1,1,0,45,1
140,132221,23.7529035,-99.165076,0,2,0,1,0,0,1,0,5,1
141,132223,23.7375834,-99.1351318,0,0,0,1,0,0,1,0,34,0
142,132223,23.7529305,-99.1644725,0,0,0,1,1,0,0,0,20,0
143,132223,23.7355234,-99.1295877,0,0,0,1,1,0,0,0,30,1
144,132225,23.7529428,-99.1646791,0,0,0,1,1,0,0,0,14,1
145,132226,23.7525107,-99.1669536,0,0,0,1,1,0,0,0,5,2
146,132226,23.7367977,-99.1342413,0,0,0,1,1,0,0,0,19,1
147,132228,23.7526973,-99.1633594,0,0,0,1,1,0,1,0,57,2
148,132228,23.738212,-99.1519547,0,0,0,1,1,0,0,0,6,0
149,132229,23.7292162,-99.1323571,0,4,0,0,0,0,1,0,6,1
150,132230,23.7324226,-99.1586602,0,0,0,0,1,1,0,1,6,0
151,132231,23.7318602,-99.1504365,0,4,0,2,0,0,0,0,6,1
152,132232,22.1489337,-101.019845,2,3,0,1,0,0,0,0,6,1
153,132233,23.7543569,-99.171288,0,0,1,1,1,0,0,1,6,1
154,132234,23.7527071,-99.1625655,0,4,0,1,0,0,1,0,6,0
155,132235,23.7521965,-99.1666317,0,2,0,1,1,0,0,1,5,1
156,132235,22.1477379,-100.9906163,0,0,0,2,0,0,0,0,7,0
157,132237,22.153324,-101.0195459,0,0,0,2,0,0,0,0,3,0
158,132237,18.9101777,-99.2315438,1,0,0,0,0,0,0,0,19,0
159,132237,18.8820871,-99.1630268,1,2,1,2,0,0,0,1,32,0
160,132238,18.9257734,-99.2326355,0,4,1,2,0,0,1,0,3,0
161,132238,18.8699929,-99.2103195,1,2,0,0,1,0,0,1,32,4
162,132239,22.1473922,-100.983092,0,0,0,1,1,0,0,1,7,1
163,132240,22.1508494,-100.9397522,0,0,0,1,1,0,0,0,5,0
164,132240,22.156469,-100.98554,0,4,1,0,1,0,0,0,10,1
165,132242,22.1262926,-100.9007764,0,0,0,0,0,0,0,0,53,0
166,132243,22.1422732,-100.9426537,0,2,1,0,1,0,0,1,45,1
167,132243,22.1443365,-100.9373825,0,0,0,0,1,0,0,1,6,0
168,132244,22.136872,-100.9345736,0,4,0,1,1,0,0,0,45,0
169,132244,22.1378633,-100.9383273,1,0,0,1,0,0,0,0,46,0
170,132244,22.1513782,-100.9746337,1,0,0,1,1,0,0,0,6,0
171,132245,22.1312917,-100.9371941,0,0,0,1,1,0,0,0,46,1
172,132246,22.1480965,-101.0173023,0,4,0,1,0,0,1,0,6,0
173,132246,22.1506429,-100.9870148,1,0,1,1,2,0,0,0,21,0
174,132247,22.1412198,-100.9313107,0,4,0,1,0,0,0,0,33,0
175,132249,22.1412384,-100.9239252,0,4,0,0,0,0,0,0,17,0
176,132250,22.1430781,-100.9354788,0,4,0,0,1,0,0,0,55,1
177,132253,22.1735955,-100.9946027,0,4,0,2,0,0,0,0,16,0
178,132253,22.1499013,-100.9937793,1,3,0,0,2,0,1,1,43,0
179,132253,22.1353639,-100.9349477,0,0,0,1,1,0,0,0,22,1
180,132255,22.1395776,-101.0278863,0,0,0,1,1,0,0,0,38,0
181,132255,22.1795169,-100.9584358,0,0,0,1,1,0,0,0,10,1
182,132257,22.150305,-100.9891337,1,3,1,1,1,1,0,1,10,0
183,132258,22.1511348,-100.9823115,0,2,2,1,0,0,0,0,16,0
184,132258,22.1534997,-100.976243,1,4,0,1,0,0,0,0,43,1
185,132258,22.1500193,-100.9799203,2,3,0,1,1,1,0,0,19,0
186,132262,22.1544736,-100.9858091,0,4,1,1,1,0,0,0,14,0
187,132265,22.1603808,-100.9880447,0,4,0,2,0,0,1,0,26,0
188,132266,22.147622,-101.0102749,1,0,0,1,1,0,1,0,14,0
189,132268,22.1449787,-101.0056829,0,0,0,1,1,1,1,0,14,0
190,132269,18.940828,-99.215426,2,3,0,1,2,0,0,0,14,0
191,132270,18.916654,-99.22711,0,0,0,0,1,0,0,0,10,0
192,132271,18.948657,-99.235361,2,3,0,0,2,0,0,0,10,0
193,132272,18.928798,-99.239513,1,0,2,0,2,0,0,0,11,0
194,132273,18.932725,-99.225211,1,0,0,0,0,0,0,0,1,0
195,132273,18.936683,-99.247366,1,3,1,0,2,0,0,0,18,0
196,132274,18.923429,-99.216413,1,1,0,0,0,0,1,0,2,0
197,132275,18.915421,-99.184871,0,0,0,0,0,0,0,0,18,0
198,132280,18.870565,-99.226938,0,0,0,0,0,0,0,0,5,0
199,132281,18.941859,-99.241927,1,0,0,1,0,0,1,0,10,0
200,132283,18.91061,-99.169539,0,0,0,0,0,0,1,0,20,0
201,132284,18.917441,-99.165945,0,0,0,0,1,0,0,0,33,0
202,132284,18.869347,-99.209944,0,0,0,0,0,0,0,0,6,0
203,132289,18.859803,-99.222164,2,2,0,1,0,0,0,1,11,0
204,132289,18.875011,-99.159422,0,0,0,1,1,0,0,0,45,0
205,132292,18.933537,-99.222497,0,4,0,0,1,0,1,0,20,0
206,132294,22.14955,-100.97797,0,0,0,0,0,0,0,0,54,2
207,132295,22.148665,-101.001273,2,0,0,0,2,0,0,0,44,2
208,132296,22.147145,-100.974494,1,0,0,0,0,0,0,0,41,1
209,132296,22.146658,-100.987219,1,0,0,0,0,0,0,0,45,1
210,132296,22.14788,-100.989472,0,0,0,0,0,1,0,0,44,1
211,132297,22.152481,-100.973486,1,3,0,0,0,0,0,0,45,1
212,132298,22.14161,-100.973142,0,3,0,0,0,0,0,0,17,1
213,132299,22.140517,-101.021422,0,0,0,0,0,0,0,0,44,1
214,132300,22.145813,-101.018032,0,3,0,0,2,0,0,0,33,0
215,132302,22.155651,-100.977767,0,3,0,0,0,0,0,0,5,1
216,132302,22.145893,-100.97487,0,3,0,0,1,0,0,0,43,0
217,132306,22.135617,-100.969709,1,0,0,0,2,0,0,0,13,1
218,132310,22.15106,-100.977659,1,0,0,0,0,0,0,0,47,1
219,132312,22.159357,-100.973411,0,0,0,0,0,0,0,0,14,1
220,132312,22.185756,-100.944518,0,0,0,0,0,0,0,0,35,0
221,132315,22.141848,-100.997475,0,0,0,0,0,0,0,0,52,1
222,132316,22.151189,-100.98179,1,0,1,0,2,0,0,0,44,2
223,132317,22.141282,-101.002958,0,0,0,0,0,0,0,0,45,1
224,132317,22.150921,-100.993828,1,3,0,0,2,0,0,0,44,2
225,132318,22.142017,-100.999246,1,0,0,0,2,0,0,0,21,1
226,132318,22.135011,-101.0286,0,0,0,0,0,0,0,0,20,1
227,132319,22.174887,-100.970825,1,0,0,0,2,0,0,0,45,2
228,132319,22.151189,-100.977058,0,3,0,0,1,0,0,0,44,2
229,132321,22.150981,-100.977412,2,0,0,0,2,0,0,0,17,0
230,132324,22.178931,-101.012861,0,3,0,0,2,0,0,0,17,2
231,132326,22.140626,-100.915657,0,0,0,0,2,0,0,0,33,2
232,132328,22.148854,-101.008472,0,3,0,0,2,0,0,0,33,2
233,132328,22.145992,-100.955118,1,3,0,0,0,0,0,0,30,2
234,132329,22.165587,-101.001273,0,0,0,0,0,0,1,0,33,0
235,132329,22.145108,-100.989547,1,3,0,0,0,0,0,0,30,2
236,132330,22.156883,-100.978485,0,0,0,0,0,0,0,0,17,2
237,132331,22.153703,-100.979033,0,0,0,0,0,0,0,0,17,2
238,132332,22.156724,-100.975556,0,0,0,0,0,0,0,0,17,2
239,132333,22.154687,-100.996617,0,0,0,0,2,0,0,0,3,0
240,132333,22.14958,-100.999557,1,3,0,0,2,0,0,0,32,0
241,132335,22.16835,-100.972466,1,3,0,0,2,0,0,0,10,0
242,132336,22.140129,-100.944872,1,0,0,0,1,0,0,0,5,0
243,132337,22.152918,-100.915164,0,0,0,0,0,0,0,0,20,2
244,132339,22.126375,-100.910926,2,3,0,0,0,0,0,0,5,0
245,132341,22.149192,-101.002936,0,0,0,0,0,0,0,0,3,0
246,132341,22.147175,-100.974269,1,3,0,0,2,0,0,0,32,0
247,132342,22.149689,-100.999525,1,3,0,0,2,0,0,0,6,0
248,132343,22.139573,-100.991564,0,0,0,0,0,0,0,0,53,2
249,132344,22.181017,-100.973614,1,0,0,0,2,0,0,0,53,2
250,132345,22.156376,-100.998355,0,0,0,0,2,0,0,0,53,1
251,132346,22.145008,-100.997969,0,3,0,0,2,0,0,0,53,0
252,132347,22.164842,-100.960493,0,0,0,0,0,0,0,0,53,1
253,132348,22.151448,-100.915099,0,0,0,0,0,0,0,0,53,1
254,132349,22.150802,-100.98268,0,4,0,0,0,0,0,0,53,1
255,132350,22.141421,-101.013955,0,4,0,0,0,0,1,0,53,0
256,132351,18.8760113,-99.2198896,0,4,0,0,1,1,0,0,53,0
257,132352,23.7529821,-99.1684341,2,4,0,1,0,0,1,0,53,0
258,132353,22.1497088,-100.9760928,1,1,0,2,0,0,0,1,53,0
259,132354,22.1362534,-100.9335852,0,0,0,1,1,0,0,0,53,1
260,132355,18.9217848,-99.2353499,1,4,0,0,0,1,0,0,53,0
261,132356,23.7523041,-99.1669133,0,2,0,0,1,0,0,1,53,2
262,132357,23.726819,-99.1265059,0,0,0,1,1,0,0,0,53,1
263,132358,23.7309245,-99.1451848,0,0,0,1,1,0,0,0,53,2
264,132359,22.1416471,-100.9927118,0,4,0,1,1,0,0,0,53,2
265,132360,18.9222904,-99.234332,0,4,0,2,1,0,1,0,53,2
266,132361,23.7523648,-99.1652879,0,4,0,1,0,0,1,0,53,0
267,132362,23.7521677,-99.165709,0,4,0,1,1,0,0,1,53,2
268,132363,23.7588052,-99.1651297,0,2,0,1,1,1,1,1,53,0
269,132364,23.7602683,-99.1658646,0,4,0,1,1,1,1,0,53,0
270,132365,23.7529035,-99.165076,0,2,0,1,0,0,1,0,53,0
271,132366,23.7375834,-99.1351318,0,0,0,1,0,0,1,0,53,1
272,132367,23.7529305,-99.1644725,0,0,0,1,1,0,0,0,53,2
273,132372,23.7355234,-99.1295877,0,0,0,1,1,0,0,0,53,1
274,132377,23.7529428,-99.1646791,0,0,0,1,1,0,0,0,53,0
275,132380,23.7525107,-99.1669536,0,0,0,1,1,0,0,0,33,0
276,132381,23.7367977,-99.1342413,0,0,0,1,1,0,0,0,33,1
277,132384,23.7526973,-99.1633594,0,0,0,1,1,0,1,0,53,1
278,132386,23.738212,-99.1519547,0,0,0,1,1,0,0,0,53,0
279,132387,23.7292162,-99.1323571,0,4,0,0,0,0,1,0,53,2
280,132389,23.7324226,-99.1586602,0,0,0,0,1,1,0,1,53,0
281,132392,23.7318602,-99.1504365,0,4,0,2,0,0,0,0,11,2
282,132392,22.1489337,-101.019845,2,3,0,1,0,0,0,0,52,6
283,132393,23.7543569,-99.171288,0,0,1,1,1,0,0,1,2,0
284,132396,23.7527071,-99.1625655,0,4,0,1,0,0,1,0,17,0
285,132398,23.7521965,-99.1666317,0,2,0,1,1,0,0,1,44,0
286,132399,22.1477379,-100.9906163,0,0,0,2,0,0,0,0,20,0
287,132402,22.153324,-101.0195459,0,0,0,2,0,0,0,0,45,2
288,132406,18.9101777,-99.2315438,1,0,0,0,0,0,0,0,51,0
289,132407,18.8820871,-99.1630268,1,2,1,2,0,0,0,1,21,2
290,132408,18.9257734,-99.2326355,0,4,1,2,0,0,1,0,44,2
291,132409,18.8699929,-99.2103195,1,2,0,0,1,0,0,1,19,0
292,132410,22.1473922,-100.983092,0,0,0,1,1,0,0,1,10,1
293,132413,22.1508494,-100.9397522,0,0,0,1,1,0,0,0,5,1
294,132413,22.156469,-100.98554,0,4,1,0,1,0,0,0,17,0
295,132414,22.1262926,-100.9007764,0,0,0,0,0,0,0,0,26,0
296,132417,22.1422732,-100.9426537,0,2,1,0,1,0,0,1,6,1
297,132417,22.1443365,-100.9373825,0,0,0,0,1,0,0,1,21,1
298,132419,22.136872,-100.9345736,0,4,0,1,1,0,0,0,6,2
299,132419,22.1378633,-100.9383273,1,0,0,1,0,0,0,0,21,0
300,132421,22.1513782,-100.9746337,1,0,0,1,1,0,0,0,6,1
301,132425,22.1312917,-100.9371941,0,0,0,1,1,0,0,0,22,0
302,132429,22.1480965,-101.0173023,0,4,0,1,0,0,1,0,44,0
303,132430,22.1506429,-100.9870148,1,0,1,1,2,0,0,0,6,2
