,placeID,latitude,longitude,alcohol,smoking_area,dress_code,accessibility,price,Rambience,franchise,area,cuisine,parking_lot,label
0,132001,23.752304100000003,-99.16691329999999,0,2,0,0,1,0,0,1,44,5,0.0
1,132002,23.726819,-99.1265059,0,0,0,1,1,0,0,0,19,6,0.0
2,132003,23.7309245,-99.1451848,0,0,0,1,1,0,0,0,17,2,0.0
3,132004,22.141647100000004,-100.9927118,0,4,0,1,1,0,0,0,19,5,0.0
4,132005,18.922290399999998,-99.234332,0,4,0,2,1,0,1,0,45,6,0.0
5,132005,23.752364800000002,-99.16528790000001,0,4,0,1,0,0,1,0,19,5,0.0
6,132006,23.7521677,-99.16570899999999,0,4,0,1,1,0,0,1,44,1,0.0
7,132007,23.7588052,-99.16512970000001,0,2,0,1,1,1,1,1,21,5,0.0
8,132008,23.760268300000003,-99.16586459999999,0,4,0,1,1,1,1,0,17,2,0.0
9,132009,23.7529035,-99.165076,0,2,0,1,0,0,1,0,17,1,0.0
10,132010,23.7375834,-99.1351318,0,0,0,1,0,0,1,0,21,2,0.0
11,132010,23.752930499999998,-99.1644725,0,0,0,1,1,0,0,0,44,6,0.0
12,132012,23.735523399999998,-99.1295877,0,0,0,1,1,0,0,0,45,2,0.0
13,132012,23.752942800000003,-99.1646791,0,0,0,1,1,0,0,0,44,1,0.0
14,132013,23.7525107,-99.1669536,0,0,0,1,1,0,0,0,17,5,0.0
15,132014,23.736797699999997,-99.1342413,0,0,0,1,1,0,0,0,44,5,0.0
16,132015,23.7526973,-99.1633594,0,0,0,1,1,0,1,0,44,5,0.0
17,132016,23.738212,-99.1519547,0,0,0,1,1,0,0,0,17,6,0.0
18,132017,23.7292162,-99.1323571,0,4,0,0,0,0,1,0,44,1,0.0
19,132018,23.732422600000003,-99.15866020000001,0,0,0,0,1,1,0,1,44,1,0.0
20,132019,23.7318602,-99.1504365,0,4,0,2,0,0,0,0,44,4,0.0
21,132020,22.1489337,-101.01984499999999,2,3,0,1,0,0,0,0,17,5,0.0
22,132021,23.754356899999998,-99.171288,0,0,1,1,1,0,0,1,44,2,0.0
23,132022,23.752707100000002,-99.1625655,0,4,0,1,0,0,1,0,44,5,0.0
24,132023,23.7521965,-99.16663170000001,0,2,0,1,1,0,0,1,45,6,0.0
25,132023,22.1477379,-100.9906163,0,0,0,2,0,0,0,0,44,5,0.0
26,132024,22.153323999999998,-101.0195459,0,0,0,2,0,0,0,0,19,6,0.0
27,132024,18.9101777,-99.2315438,1,0,0,0,0,0,0,0,52,5,0.0
28,132025,18.8820871,-99.1630268,1,2,1,2,0,0,0,1,44,1,0.0
29,132026,18.9257734,-99.2326355,0,4,1,2,0,0,1,0,44,4,0.0
30,132028,18.869992899999996,-99.2103195,1,2,0,0,1,0,0,1,6,8,0.0
31,132028,22.1473922,-100.983092,0,0,0,1,1,0,0,1,19,2,0.0
32,132030,22.1508494,-100.9397522,0,0,0,1,1,0,0,0,45,2,0.0
33,132030,22.156469,-100.98554,0,4,1,0,1,0,0,0,44,5,0.0
34,132031,22.1262926,-100.90077640000001,0,0,0,0,0,0,0,0,4,4,0.0
35,132031,22.142273199999998,-100.94265370000001,0,2,1,0,1,0,0,1,46,8,0.0
36,132031,22.144336499999998,-100.9373825,0,0,0,0,1,0,0,1,61,2,0.0
37,132083,22.136872,-100.9345736,0,4,0,1,1,0,0,0,17,5,0.0
38,132087,22.1378633,-100.9383273,1,0,0,1,0,0,0,0,20,5,0.0
39,132092,22.1513782,-100.97463370000001,1,0,0,1,1,0,0,0,4,2,0.0
40,132094,22.1312917,-100.9371941,0,0,0,1,1,0,0,0,33,5,0.0
41,132096,22.1480965,-101.0173023,0,4,0,1,0,0,1,0,44,1,0.0
42,132097,22.150642899999998,-100.9870148,1,0,1,1,2,0,0,0,20,1,0.0
43,132098,22.141219800000002,-100.93131070000001,0,4,0,1,0,0,0,0,44,2,0.0
44,132100,22.1412384,-100.9239252,0,4,0,0,0,0,0,0,5,8,0.0
45,132100,22.1430781,-100.9354788,0,4,0,0,1,0,0,0,10,6,0.0
46,132101,22.173595499999998,-100.9946027,0,4,0,2,0,0,0,0,5,5,0.0
47,132101,22.1499013,-100.9937793,1,3,0,0,2,0,1,1,10,5,0.0
48,132102,22.135363899999998,-100.93494770000001,0,0,0,1,1,0,0,0,20,5,0.0
49,132103,22.139577600000003,-101.0278863,0,0,0,1,1,0,0,0,6,6,0.0
50,132105,22.1795169,-100.9584358,0,0,0,1,1,0,0,0,45,2,0.0
51,132106,22.150305,-100.98913370000001,1,3,1,1,1,1,0,1,29,6,0.0
52,132107,22.1511348,-100.9823115,0,2,2,1,0,0,0,0,3,2,0.0
53,132108,22.1534997,-100.97624300000001,1,4,0,1,0,0,0,0,3,2,0.0
54,132108,22.1500193,-100.9799203,2,3,0,1,1,1,0,0,25,5,0.0
55,132108,22.1544736,-100.98580909999998,0,4,1,1,1,0,0,0,32,5,0.0
56,132109,22.160380800000002,-100.9880447,0,4,0,2,0,0,1,0,29,6,0.0
57,132109,22.147622,-101.01027490000001,1,0,0,1,1,0,1,0,60,5,0.0
58,132114,22.1449787,-101.0056829,0,0,0,1,1,1,1,0,20,5,0.0
59,132115,18.940828,-99.21542600000001,2,3,0,1,2,0,0,0,26,5,0.0
60,132116,18.916654,-99.22711,0,0,0,0,1,0,0,0,26,2,0.0
61,132118,18.948657,-99.235361,2,3,0,0,2,0,0,0,29,5,0.0
62,132119,18.928798,-99.239513,1,0,2,0,2,0,0,0,29,0,0.0
63,132120,18.932725,-99.225211,1,0,0,0,0,0,0,0,26,0,0.0
64,132121,18.936683,-99.247366,1,3,1,0,2,0,0,0,6,6,0.0
65,132125,18.923429000000002,-99.216413,1,1,0,0,0,0,1,0,4,5,0.0
66,132125,18.915421,-99.184871,0,0,0,0,0,0,0,0,2,6,0.0
67,132126,18.870565,-99.226938,0,0,0,0,0,0,0,0,4,5,0.0
68,132126,18.941859,-99.241927,1,0,0,1,0,0,1,0,2,1,0.0
69,132127,18.910610000000002,-99.169539,0,0,0,0,0,0,1,0,55,6,0.0
70,132128,18.917441,-99.165945,0,0,0,0,1,0,0,0,29,2,0.0
71,132128,18.869347,-99.209944,0,0,0,0,0,0,0,0,22,1,0.0
72,132130,18.859803,-99.222164,2,2,0,1,0,0,0,1,59,1,0.0
73,132131,18.875010999999997,-99.15942199999999,0,0,0,1,1,0,0,0,6,2,0.0
74,132132,18.933537,-99.222497,0,4,0,0,1,0,1,0,33,5,0.0
75,132133,22.14955,-100.97797,0,0,0,0,0,0,0,0,3,6,0.0
76,132136,22.148665,-101.001273,2,0,0,0,2,0,0,0,33,2,0.0
77,132137,22.147145000000002,-100.97449399999999,1,0,0,0,0,0,0,0,33,5,0.0
78,132137,22.146658,-100.987219,1,0,0,0,0,0,0,0,30,6,0.0
79,132138,22.147879999999997,-100.98947199999999,0,0,0,0,0,1,0,0,34,2,0.0
80,132145,22.152480999999998,-100.973486,1,3,0,0,0,0,0,0,30,2,0.0
81,132146,22.14161,-100.97314200000001,0,3,0,0,0,0,0,0,30,5,0.0
82,132147,22.140517000000003,-101.021422,0,0,0,0,0,0,0,0,33,5,0.0
83,132147,22.145813,-101.01803199999999,0,3,0,0,2,0,0,0,30,5,0.0
84,132155,22.155651000000002,-100.977767,0,3,0,0,0,0,0,0,45,2,0.0
85,132155,22.145893,-100.97487,0,3,0,0,1,0,0,0,21,5,0.0
86,132156,22.135617,-100.969709,1,0,0,0,2,0,0,0,44,2,0.0
87,132157,22.15106,-100.977659,1,0,0,0,0,0,0,0,53,0,0.0
88,132159,22.159357,-100.973411,0,0,0,0,0,0,0,0,45,0,0.0
89,132160,22.185756,-100.944518,0,0,0,0,0,0,0,0,44,0,0.0
90,132161,22.141848,-100.997475,0,0,0,0,0,0,0,0,45,0,0.0
91,132161,22.151189000000002,-100.98179,1,0,1,0,2,0,0,0,17,0,0.0
92,132162,22.141282,-101.00295799999999,0,0,0,0,0,0,0,0,17,0,0.0
93,132163,22.150921,-100.99382800000001,1,3,0,0,2,0,0,0,20,0,0.0
94,132164,22.142017000000003,-100.999246,1,0,0,0,2,0,0,0,17,0,0.0
95,132165,22.135011,-101.0286,0,0,0,0,0,0,0,0,17,0,0.0
96,132166,22.174887,-100.970825,1,0,0,0,2,0,0,0,45,0,0.0
97,132166,22.151189000000002,-100.977058,0,3,0,0,1,0,0,0,17,0,0.0
98,132166,22.150980999999998,-100.977412,2,0,0,0,2,0,0,0,44,1,0.0
99,132167,22.178931,-101.012861,0,3,0,0,2,0,0,0,10,0,0.0
100,132171,22.140626,-100.915657,0,0,0,0,2,0,0,0,26,1,0.0
101,132171,22.148854,-101.008472,0,3,0,0,2,0,0,0,14,1,0.0
102,132174,22.145992,-100.955118,1,3,0,0,0,0,0,0,14,0,0.0
103,132175,22.165587,-101.001273,0,0,0,0,0,0,1,0,14,0,0.0
104,132177,22.145108,-100.989547,1,3,0,0,0,0,0,0,58,0,0.0
105,132177,22.156882999999997,-100.97848499999999,0,0,0,0,0,0,0,0,20,0,0.0
106,132177,22.153703,-100.979033,0,0,0,0,0,0,0,0,30,0,0.0
107,132180,22.156724,-100.97555600000001,0,0,0,0,0,0,0,0,6,0,0.0
108,132182,22.154687,-100.996617,0,0,0,0,2,0,0,0,6,1,0.0
109,132182,22.14958,-100.999557,1,3,0,0,2,0,0,0,52,0,0.0
110,132184,22.16835,-100.972466,1,3,0,0,2,0,0,0,6,1,0.0
111,132184,22.140129,-100.944872,1,0,0,0,1,0,0,0,21,1,0.0
112,132186,22.152918,-100.915164,0,0,0,0,0,0,0,0,33,1,0.0
113,132186,22.126375,-100.910926,2,3,0,0,0,0,0,0,6,2,0.0
114,132187,22.149192000000003,-101.002936,0,0,0,0,0,0,0,0,20,2,0.0
115,132187,22.147175,-100.97426899999999,1,3,0,0,2,0,0,0,10,1,0.0
116,132191,22.149689000000002,-100.999525,1,3,0,0,2,0,0,0,43,1,0.0
117,132192,22.139573000000002,-100.991564,0,0,0,0,0,0,0,0,44,0,0.0
118,132201,22.181017,-100.973614,1,0,0,0,2,0,0,0,45,0,0.0
119,132203,22.156376,-100.998355,0,0,0,0,2,0,0,0,44,2,0.0
120,132204,22.145007999999997,-100.997969,0,3,0,0,2,0,0,0,17,2,0.0
121,132206,22.164842,-100.960493,0,0,0,0,0,0,0,0,17,0,0.0
122,132207,22.151448000000002,-100.915099,0,0,0,0,0,0,0,0,17,0,0.0
123,132207,22.150802,-100.98268,0,4,0,0,0,0,0,0,6,2,0.0
124,132208,22.141420999999998,-101.01395500000001,0,4,0,0,0,0,1,0,44,1,0.0
125,132209,18.876011300000002,-99.2198896,0,4,0,0,1,1,0,0,14,2,0.0
126,132210,23.752982100000004,-99.16843409999998,2,4,0,1,0,0,1,0,14,2,0.0
127,132211,22.149708800000003,-100.97609279999999,1,1,0,2,0,0,0,1,45,2,0.0
128,132212,22.136253399999998,-100.93358520000001,0,0,0,1,1,0,0,0,45,2,0.0
129,132213,18.9217848,-99.2353499,1,4,0,0,0,1,0,0,20,1,0.0
130,132214,23.752304100000003,-99.16691329999999,0,2,0,0,1,0,0,1,5,0,0.0
131,132214,23.726819,-99.1265059,0,0,0,1,1,0,0,0,10,2,0.0
132,132215,23.7309245,-99.1451848,0,0,0,1,1,0,0,0,44,0,0.0
133,132216,22.141647100000004,-100.9927118,0,4,0,1,1,0,0,0,33,0,0.0
134,132216,18.922290399999998,-99.234332,0,4,0,2,1,0,1,0,6,2,0.0
135,132217,23.752364800000002,-99.16528790000001,0,4,0,1,0,0,1,0,33,1,0.0
136,132217,23.7521677,-99.16570899999999,0,4,0,1,1,0,0,1,6,1,0.0
137,132218,23.7588052,-99.16512970000001,0,2,0,1,1,1,1,1,44,1,0.0
138,132220,23.760268300000003,-99.16586459999999,0,4,0,1,1,1,1,0,45,1,0.0
139,132221,23.7529035,-99.165076,0,2,0,1,0,0,1,0,5,1,0.0
140,132223,23.7375834,-99.1351318,0,0,0,1,0,0,1,0,34,0,0.0
141,132223,23.752930499999998,-99.1644725,0,0,0,1,1,0,0,0,20,0,0.0
142,132223,23.735523399999998,-99.1295877,0,0,0,1,1,0,0,0,30,1,0.0
143,132225,23.752942800000003,-99.1646791,0,0,0,1,1,0,0,0,14,1,0.0
144,132226,23.7525107,-99.1669536,0,0,0,1,1,0,0,0,5,2,0.0
145,132226,23.736797699999997,-99.1342413,0,0,0,1,1,0,0,0,19,1,0.0
146,132228,23.7526973,-99.1633594,0,0,0,1,1,0,1,0,57,2,0.0
147,132228,23.738212,-99.1519547,0,0,0,1,1,0,0,0,6,0,0.0
148,132229,23.7292162,-99.1323571,0,4,0,0,0,0,1,0,6,1,0.0
149,132230,23.732422600000003,-99.15866020000001,0,0,0,0,1,1,0,1,6,0,0.0
150,132231,23.7318602,-99.1504365,0,4,0,2,0,0,0,0,6,1,0.0
151,132232,22.1489337,-101.01984499999999,2,3,0,1,0,0,0,0,6,1,0.0
152,132233,23.754356899999998,-99.171288,0,0,1,1,1,0,0,1,6,1,0.0
153,132234,23.752707100000002,-99.1625655,0,4,0,1,0,0,1,0,6,0,0.0
154,132235,23.7521965,-99.16663170000001,0,2,0,1,1,0,0,1,5,1,0.0
155,132235,22.1477379,-100.9906163,0,0,0,2,0,0,0,0,7,0,0.0
156,132237,22.153323999999998,-101.0195459,0,0,0,2,0,0,0,0,3,0,0.0
157,132237,18.9101777,-99.2315438,1,0,0,0,0,0,0,0,19,0,0.0
158,132237,18.8820871,-99.1630268,1,2,1,2,0,0,0,1,32,0,0.0
159,132238,18.9257734,-99.2326355,0,4,1,2,0,0,1,0,3,0,0.0
160,132238,18.869992899999996,-99.2103195,1,2,0,0,1,0,0,1,32,4,0.0
161,132239,22.1473922,-100.983092,0,0,0,1,1,0,0,1,7,1,0.0
162,132240,22.1508494,-100.9397522,0,0,0,1,1,0,0,0,5,0,0.0
163,132240,22.156469,-100.98554,0,4,1,0,1,0,0,0,10,1,0.0
164,132242,22.1262926,-100.90077640000001,0,0,0,0,0,0,0,0,53,0,0.0
165,132243,22.142273199999998,-100.94265370000001,0,2,1,0,1,0,0,1,45,1,0.0
166,132243,22.144336499999998,-100.9373825,0,0,0,0,1,0,0,1,6,0,0.0
167,132244,22.136872,-100.9345736,0,4,0,1,1,0,0,0,45,0,0.0
168,132244,22.1378633,-100.9383273,1,0,0,1,0,0,0,0,46,0,0.0
169,132244,22.1513782,-100.97463370000001,1,0,0,1,1,0,0,0,6,0,0.0
170,132245,22.1312917,-100.9371941,0,0,0,1,1,0,0,0,46,1,0.0
171,132246,22.1480965,-101.0173023,0,4,0,1,0,0,1,0,6,0,0.0
172,132246,22.150642899999998,-100.9870148,1,0,1,1,2,0,0,0,21,0,0.0
173,132247,22.141219800000002,-100.93131070000001,0,4,0,1,0,0,0,0,33,0,0.0
174,132249,22.1412384,-100.9239252,0,4,0,0,0,0,0,0,17,0,0.0
175,132250,22.1430781,-100.9354788,0,4,0,0,1,0,0,0,55,1,0.0
176,132253,22.173595499999998,-100.9946027,0,4,0,2,0,0,0,0,16,0,0.0
177,132253,22.1499013,-100.9937793,1,3,0,0,2,0,1,1,43,0,0.0
178,132253,22.135363899999998,-100.93494770000001,0,0,0,1,1,0,0,0,22,1,0.0
179,132255,22.139577600000003,-101.0278863,0,0,0,1,1,0,0,0,38,0,0.0
180,132255,22.1795169,-100.9584358,0,0,0,1,1,0,0,0,10,1,0.0
181,132257,22.150305,-100.98913370000001,1,3,1,1,1,1,0,1,10,0,0.0
182,132258,22.1511348,-100.9823115,0,2,2,1,0,0,0,0,16,0,0.0
183,132258,22.1534997,-100.97624300000001,1,4,0,1,0,0,0,0,43,1,0.0
184,132258,22.1500193,-100.9799203,2,3,0,1,1,1,0,0,19,0,0.0
185,132262,22.1544736,-100.98580909999998,0,4,1,1,1,0,0,0,14,0,0.0
186,132265,22.160380800000002,-100.9880447,0,4,0,2,0,0,1,0,26,0,0.0
187,132266,22.147622,-101.01027490000001,1,0,0,1,1,0,1,0,14,0,0.0
188,132268,22.1449787,-101.0056829,0,0,0,1,1,1,1,0,14,0,0.0
189,132269,18.940828,-99.21542600000001,2,3,0,1,2,0,0,0,14,0,0.0
190,132270,18.916654,-99.22711,0,0,0,0,1,0,0,0,10,0,0.0
191,132271,18.948657,-99.235361,2,3,0,0,2,0,0,0,10,0,0.0
192,132272,18.928798,-99.239513,1,0,2,0,2,0,0,0,11,0,0.0
193,132273,18.932725,-99.225211,1,0,0,0,0,0,0,0,1,0,0.0
194,132273,18.936683,-99.247366,1,3,1,0,2,0,0,0,18,0,0.0
195,132274,18.923429000000002,-99.216413,1,1,0,0,0,0,1,0,2,0,0.0
196,132275,18.915421,-99.184871,0,0,0,0,0,0,0,0,18,0,0.0
197,132280,18.870565,-99.226938,0,0,0,0,0,0,0,0,5,0,0.0
198,132281,18.941859,-99.241927,1,0,0,1,0,0,1,0,10,0,0.0
199,132283,18.910610000000002,-99.169539,0,0,0,0,0,0,1,0,20,0,0.0
200,132284,18.917441,-99.165945,0,0,0,0,1,0,0,0,33,0,0.0
201,132284,18.869347,-99.209944,0,0,0,0,0,0,0,0,6,0,0.0
202,132289,18.859803,-99.222164,2,2,0,1,0,0,0,1,11,0,0.0
203,132289,18.875010999999997,-99.15942199999999,0,0,0,1,1,0,0,0,45,0,0.0
204,132292,18.933537,-99.222497,0,4,0,0,1,0,1,0,20,0,4.0
205,132294,22.14955,-100.97797,0,0,0,0,0,0,0,0,54,2,4.0
206,132295,22.148665,-101.001273,2,0,0,0,2,0,0,0,44,2,4.0
207,132296,22.147145000000002,-100.97449399999999,1,0,0,0,0,0,0,0,41,1,4.0
208,132296,22.146658,-100.987219,1,0,0,0,0,0,0,0,45,1,4.0
209,132296,22.147879999999997,-100.98947199999999,0,0,0,0,0,1,0,0,44,1,4.0
210,132297,22.152480999999998,-100.973486,1,3,0,0,0,0,0,0,45,1,4.0
211,132298,22.14161,-100.97314200000001,0,3,0,0,0,0,0,0,17,1,4.0
212,132299,22.140517000000003,-101.021422,0,0,0,0,0,0,0,0,44,1,4.0
213,132300,22.145813,-101.01803199999999,0,3,0,0,2,0,0,0,33,0,4.0
214,132302,22.155651000000002,-100.977767,0,3,0,0,0,0,0,0,5,1,4.0
215,132302,22.145893,-100.97487,0,3,0,0,1,0,0,0,43,0,4.0
216,132306,22.135617,-100.969709,1,0,0,0,2,0,0,0,13,1,4.0
217,132310,22.15106,-100.977659,1,0,0,0,0,0,0,0,47,1,4.0
218,132312,22.159357,-100.973411,0,0,0,0,0,0,0,0,14,1,4.0
219,132312,22.185756,-100.944518,0,0,0,0,0,0,0,0,35,0,4.0
220,132315,22.141848,-100.997475,0,0,0,0,0,0,0,0,52,1,4.0
221,132316,22.151189000000002,-100.98179,1,0,1,0,2,0,0,0,44,2,4.0
222,132317,22.141282,-101.00295799999999,0,0,0,0,0,0,0,0,45,1,4.0
223,132317,22.150921,-100.99382800000001,1,3,0,0,2,0,0,0,44,2,4.0
224,132318,22.142017000000003,-100.999246,1,0,0,0,2,0,0,0,21,1,4.0
225,132318,22.135011,-101.0286,0,0,0,0,0,0,0,0,20,1,4.0
226,132319,22.174887,-100.970825,1,0,0,0,2,0,0,0,45,2,4.0
227,132319,22.151189000000002,-100.977058,0,3,0,0,1,0,0,0,44,2,4.0
228,132321,22.150980999999998,-100.977412,2,0,0,0,2,0,0,0,17,0,4.0
229,132324,22.178931,-101.012861,0,3,0,0,2,0,0,0,17,2,4.0
230,132326,22.140626,-100.915657,0,0,0,0,2,0,0,0,33,2,4.0
231,132328,22.148854,-101.008472,0,3,0,0,2,0,0,0,33,2,4.0
232,132328,22.145992,-100.955118,1,3,0,0,0,0,0,0,30,2,4.0
233,132329,22.165587,-101.001273,0,0,0,0,0,0,1,0,33,0,4.0
234,132329,22.145108,-100.989547,1,3,0,0,0,0,0,0,30,2,4.0
235,132330,22.156882999999997,-100.97848499999999,0,0,0,0,0,0,0,0,17,2,4.0
236,132331,22.153703,-100.979033,0,0,0,0,0,0,0,0,17,2,4.0
237,132332,22.156724,-100.97555600000001,0,0,0,0,0,0,0,0,17,2,4.0
238,132333,22.154687,-100.996617,0,0,0,0,2,0,0,0,3,0,4.0
239,132333,22.14958,-100.999557,1,3,0,0,2,0,0,0,32,0,4.0
240,132335,22.16835,-100.972466,1,3,0,0,2,0,0,0,10,0,4.0
241,132336,22.140129,-100.944872,1,0,0,0,1,0,0,0,5,0,4.0
242,132337,22.152918,-100.915164,0,0,0,0,0,0,0,0,20,2,4.0
243,132339,22.126375,-100.910926,2,3,0,0,0,0,0,0,5,0,4.0
244,132341,22.149192000000003,-101.002936,0,0,0,0,0,0,0,0,3,0,4.0
245,132341,22.147175,-100.97426899999999,1,3,0,0,2,0,0,0,32,0,4.0
246,132342,22.149689000000002,-100.999525,1,3,0,0,2,0,0,0,6,0,4.0
247,132343,22.139573000000002,-100.991564,0,0,0,0,0,0,0,0,53,2,4.0
248,132344,22.181017,-100.973614,1,0,0,0,2,0,0,0,53,2,4.0
249,132345,22.156376,-100.998355,0,0,0,0,2,0,0,0,53,1,4.0
250,132346,22.145007999999997,-100.997969,0,3,0,0,2,0,0,0,53,0,4.0
251,132347,22.164842,-100.960493,0,0,0,0,0,0,0,0,53,1,4.0
252,132348,22.151448000000002,-100.915099,0,0,0,0,0,0,0,0,53,1,4.0
253,132349,22.150802,-100.98268,0,4,0,0,0,0,0,0,53,1,4.0
254,132350,22.141420999999998,-101.01395500000001,0,4,0,0,0,0,1,0,53,0,4.0
255,132351,18.876011300000002,-99.2198896,0,4,0,0,1,1,0,0,53,0,4.0
256,132352,23.752982100000004,-99.16843409999998,2,4,0,1,0,0,1,0,53,0,4.0
257,132353,22.149708800000003,-100.97609279999999,1,1,0,2,0,0,0,1,53,0,4.0
258,132354,22.136253399999998,-100.93358520000001,0,0,0,1,1,0,0,0,53,1,4.0
259,132355,18.9217848,-99.2353499,1,4,0,0,0,1,0,0,53,0,4.0
260,132356,23.752304100000003,-99.16691329999999,0,2,0,0,1,0,0,1,53,2,4.0
261,132357,23.726819,-99.1265059,0,0,0,1,1,0,0,0,53,1,4.0
262,132358,23.7309245,-99.1451848,0,0,0,1,1,0,0,0,53,2,4.0
263,132359,22.141647100000004,-100.9927118,0,4,0,1,1,0,0,0,53,2,4.0
264,132360,18.922290399999998,-99.234332,0,4,0,2,1,0,1,0,53,2,4.0
265,132361,23.752364800000002,-99.16528790000001,0,4,0,1,0,0,1,0,53,0,4.0
266,132362,23.7521677,-99.16570899999999,0,4,0,1,1,0,0,1,53,2,4.0
267,132363,23.7588052,-99.16512970000001,0,2,0,1,1,1,1,1,53,0,4.0
268,132364,23.760268300000003,-99.16586459999999,0,4,0,1,1,1,1,0,53,0,4.0
269,132365,23.7529035,-99.165076,0,2,0,1,0,0,1,0,53,0,4.0
270,132366,23.7375834,-99.1351318,0,0,0,1,0,0,1,0,53,1,4.0
271,132367,23.752930499999998,-99.1644725,0,0,0,1,1,0,0,0,53,2,4.0
272,132372,23.735523399999998,-99.1295877,0,0,0,1,1,0,0,0,53,1,4.0
273,132377,23.752942800000003,-99.1646791,0,0,0,1,1,0,0,0,53,0,4.0
274,132380,23.7525107,-99.1669536,0,0,0,1,1,0,0,0,33,0,4.0
275,132381,23.736797699999997,-99.1342413,0,0,0,1,1,0,0,0,33,1,4.0
276,132384,23.7526973,-99.1633594,0,0,0,1,1,0,1,0,53,1,4.0
277,132386,23.738212,-99.1519547,0,0,0,1,1,0,0,0,53,0,4.0
278,132387,23.7292162,-99.1323571,0,4,0,0,0,0,1,0,53,2,4.0
279,132389,23.732422600000003,-99.15866020000001,0,0,0,0,1,1,0,1,53,0,4.0
280,132392,23.7318602,-99.1504365,0,4,0,2,0,0,0,0,11,2,4.0
281,132392,22.1489337,-101.01984499999999,2,3,0,1,0,0,0,0,52,6,4.0
282,132393,23.754356899999998,-99.171288,0,0,1,1,1,0,0,1,2,0,4.0
283,132396,23.752707100000002,-99.1625655,0,4,0,1,0,0,1,0,17,0,4.0
284,132398,23.7521965,-99.16663170000001,0,2,0,1,1,0,0,1,44,0,4.0
285,132399,22.1477379,-100.9906163,0,0,0,2,0,0,0,0,20,0,4.0
286,132402,22.153323999999998,-101.0195459,0,0,0,2,0,0,0,0,45,2,4.0
287,132406,18.9101777,-99.2315438,1,0,0,0,0,0,0,0,51,0,4.0
288,132407,18.8820871,-99.1630268,1,2,1,2,0,0,0,1,21,2,4.0
289,132408,18.9257734,-99.2326355,0,4,1,2,0,0,1,0,44,2,4.0
290,132409,18.869992899999996,-99.2103195,1,2,0,0,1,0,0,1,19,0,4.0
291,132410,22.1473922,-100.983092,0,0,0,1,1,0,0,1,10,1,4.0
292,132413,22.1508494,-100.9397522,0,0,0,1,1,0,0,0,5,1,4.0
293,132413,22.156469,-100.98554,0,4,1,0,1,0,0,0,17,0,4.0
294,132414,22.1262926,-100.90077640000001,0,0,0,0,0,0,0,0,26,0,4.0
295,132417,22.142273199999998,-100.94265370000001,0,2,1,0,1,0,0,1,6,1,4.0
296,132417,22.144336499999998,-100.9373825,0,0,0,0,1,0,0,1,21,1,4.0
297,132419,22.136872,-100.9345736,0,4,0,1,1,0,0,0,6,2,4.0
298,132419,22.1378633,-100.9383273,1,0,0,1,0,0,0,0,21,0,4.0
299,132421,22.1513782,-100.97463370000001,1,0,0,1,1,0,0,0,6,1,4.0
300,132425,22.1312917,-100.9371941,0,0,0,1,1,0,0,0,22,0,4.0
301,132429,22.1480965,-101.0173023,0,4,0,1,0,0,1,0,44,0,4.0
302,132430,22.150642899999998,-100.9870148,1,0,1,1,2,0,0,0,6,2,4.0
